combo;band1;band2;band3;band4;band5;band6;class1;class2;class3;class4;class5;class6;mimo1;mimo2;mimo3;mimo4;mimo5;mimo6;ul1;ul2;ul3;ul4;ul5;ul6;ULmimo1;ULmimo2;ULmimo3;ULmimo4;ULmimo5;ULmimo6;DLmod1;DLmod2;DLmod3;DLmod4;DLmod5;DLmod6;ULmod1;ULmod2;ULmod3;ULmod4;ULmod5;ULmod6;bcs
18A2A-3A4;18;3;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
18A2-3A4A;18;3;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
18A2A-1A4A;18;1;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
18A2A-1A4;18;1;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
18A2-1A4A;18;1;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
18A2A;18;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
17A2A-4A4;17;4;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
17A2-4A4A;17;4;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
17A2A-2A4;17;2;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
17A2-2A4A;17;2;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
17A2A;17;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
14A2A-2A4-2A4;14;2;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
14A2-2A4A-2A4;14;2;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
14A2A-2A4;14;2;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
14A2-2A4A;14;2;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
14A2A;14;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2A-7A4-7A4-2A4;13;7;7;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7A4A-7A4-2A4;13;7;7;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2-7A4-7A4-2A4A;13;7;7;2;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
13A2A-7A4-7A4;13;7;7;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7A4A-7A4;13;7;7;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-7C4-2A4;13;7;2;;;;A;C;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7C4A-2A4;13;7;2;;;;A;C;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2-7C4-2A4A;13;7;2;;;;A;C;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
13A2A-7A4-2A4;13;7;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7A4A-2A4;13;7;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2-7A4-2A4A;13;7;2;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
13A2A-7C4;13;7;;;;;A;C;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7C4A;13;7;;;;;A;C;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-7A4;13;7;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-7A4A;13;7;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-5A2;13;5;;;;;A;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-5A2A;13;5;;;;;A;A;;;;;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-4A4A-4A4;13;4;4;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
13A2A-4A4-4A4;13;4;4;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-4A4A-4A4;13;4;4;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-4A4A-2A4;13;4;2;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
13A2A-4A4-2A4A;13;4;2;;;;A;A;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
13A2A-4A4-2A4;13;4;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-4A4A-2A4;13;4;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2-4A4-2A4A;13;4;2;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
13A2A-4A4A;13;4;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
13A2A-4A4;13;4;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-4A4A;13;4;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-2A4A-2A4;13;2;2;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
13A2A-2A4-2A4;13;2;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-2A4A-2A4;13;2;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A-2A4A;13;2;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
13A2A-2A4;13;2;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
13A2-2A4A;13;2;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
13A2A;13;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2A-12A2-4A4-4A4;12;12;4;4;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-12A2-4A4A-4A4;12;12;4;4;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-12A2-4A4-2A4;12;12;4;2;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-12A2-4A4A-2A4;12;12;4;2;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2-12A2-4A4-2A4A;12;12;4;2;;;A;A;A;A;;;2;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
12A2A-12A2-4A4;12;12;4;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-12A2-4A4A;12;12;4;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-12A2-2A4-2A4;12;12;2;2;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-12A2-2A4A-2A4;12;12;2;2;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-12A2-2A4;12;12;2;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-12A2-2A4A;12;12;2;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-12A2;12;12;;;;;A;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2A-7A4-4A4-2A4;12;7;4;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-7A4A-4A4-2A4;12;7;4;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-7A4-4A4A-2A4;12;7;4;2;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2-7A4-4A4-2A4A;12;7;4;2;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
12A2A-7A4-4A4;12;7;4;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-7A4A-4A4;12;7;4;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-7A4-4A4A;12;7;4;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-7A4-2A4-2A4;12;7;2;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-7A4A-2A4-2A4;12;7;2;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-7A4-2A4A-2A4;12;7;2;2;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-7A4-2A4;12;7;2;;;;B;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-7A4A-2A4;12;7;2;;;;B;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2-7A4-2A4A;12;7;2;;;;B;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-7A4-2A4;12;7;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-7A4A-2A4;12;7;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-7A4-2A4A;12;7;2;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-7A4;12;7;;;;;B;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-7A4A;12;7;;;;;B;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-7A4;12;7;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-7A4A;12;7;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-5A2-4A4-4A4;12;5;4;4;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A-4A4-4A4;12;5;4;4;;;A;A;A;A;;;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-5A2-4A4A-4A4;12;5;4;4;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-5A2-4A4A-2A4;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
12A2A-5A2-4A4-2A4A;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
12A2A-5A2-4A4-2A4;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A-4A4-2A4;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-5A2-4A4A-2A4;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2-5A2-4A4-2A4A;12;5;4;2;;;A;A;A;A;;;2;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
12B2A-5A2-4A4;12;5;4;;;;B;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-5A2A-4A4;12;5;4;;;;B;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2-5A2-4A4A;12;5;4;;;;B;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-5A2-4A4A;12;5;4;;;;A;A;A;;;;2;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
12A2A-5A2-4A4;12;5;4;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A-4A4;12;5;4;;;;A;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-5A2-4A4A;12;5;4;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-5A2-2A4-2A4;12;5;2;2;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A-2A4-2A4;12;5;2;2;;;A;A;A;A;;;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-5A2-2A4A-2A4;12;5;2;2;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-5A2-2A4;12;5;2;;;;B;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-5A2A-2A4;12;5;2;;;;B;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2-5A2-2A4A;12;5;2;;;;B;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-5A2-2A4A;12;5;2;;;;A;A;A;;;;2;2;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
12A2A-5A2-2A4;12;5;2;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A-2A4;12;5;2;;;;A;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-5A2-2A4A;12;5;2;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-5A2;12;5;;;;;B;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-5A2A;12;5;;;;;B;A;;;;;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-5A2;12;5;;;;;A;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-5A2A;12;5;;;;;A;A;;;;;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-4A4A-4A4-2A4;12;4;4;2;;;A;A;A;A;;;2;4;4;4;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-4A4-4A4-2A4A;12;4;4;2;;;A;A;A;A;;;2;4;4;4;;;A;;;A;;;1;;;1;;;;;;;;;256qam;;;256qam;;;
12A2A-4A4-4A4-2A4;12;4;4;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-4A4A-4A4-2A4;12;4;4;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-4A4-4A4-2A4A;12;4;4;2;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
12B2A-4A4-4A4;12;4;4;;;;B;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-4A4A-4A4;12;4;4;;;;B;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-4A4A-4A4;12;4;4;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-4A4-4A4;12;4;4;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-4A4A-4A4;12;4;4;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-4A4A-2A4-2A4;12;4;2;2;;;A;A;A;A;;;2;4;4;4;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-4A4-2A4A-2A4;12;4;2;2;;;A;A;A;A;;;2;4;4;4;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
12A2A-4A4-2A4-2A4;12;4;2;2;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-4A4A-2A4-2A4;12;4;2;2;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-4A4-2A4A-2A4;12;4;2;2;;;A;A;A;A;;;2;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-4A4-2A4;12;4;2;;;;B;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-4A4A-2A4;12;4;2;;;;B;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2-4A4-2A4A;12;4;2;;;;B;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12A2A-4A4A-2A4;12;4;2;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-4A4-2A4A;12;4;2;;;;A;A;A;;;;2;4;4;;;;A;;A;;;;1;;1;;;;;;;;;;256qam;;256qam;;;;
12A2A-4A4-2A4;12;4;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-4A4A-2A4A;12;4;2;;;;A;A;A;;;;2;4;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;
12A2-4A4A-2A4;12;4;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2-4A4-2A4A;12;4;2;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
12B2A-4A4;12;4;;;;;B;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-4A4A;12;4;;;;;B;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-4A4A;12;4;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-4A4;12;4;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-4A4A;12;4;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2A-2A4-2A4;12;2;2;;;;B;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-2A4A-2A4;12;2;2;;;;B;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-2A4A-2A4;12;2;2;;;;A;A;A;;;;2;4;4;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-2A4-2A4;12;2;2;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-2A4A-2A4;12;2;2;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2A-2A4;12;2;;;;;B;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12B2-2A4A;12;2;;;;;B;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-2C4;12;2;;;;;A;C;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-2C4A;12;2;;;;;A;C;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12A2A-2A4A;12;2;;;;;A;A;;;;;2;4;;;;;A;A;;;;;1;1;;;;;;;;;;;256qam;256qam;;;;;
12A2A-2A4;12;2;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2-2A4A;12;2;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
12B2A;12;;;;;;B;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
12A2A;12;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
11A2A-8A2-3A4-1A4;11;8;3;1;;;A;A;A;A;;;2;2;4;4;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-8A2A-3A4-1A4;11;8;3;1;;;A;A;A;A;;;2;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2-8A2-3A4A-1A4;11;8;3;1;;;A;A;A;A;;;2;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
11A2-8A2-3A4-1A4A;11;8;3;1;;;A;A;A;A;;;2;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
11A2A-8A2-3A4;11;8;3;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-8A2A-3A4;11;8;3;;;;A;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2-8A2-3A4A;11;8;3;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
11A2A-8A2-1A4;11;8;1;;;;A;A;A;;;;2;2;4;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-8A2A-1A4;11;8;1;;;;A;A;A;;;;2;2;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2-8A2-1A4A;11;8;1;;;;A;A;A;;;;2;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
11A2A-8A2;11;8;;;;;A;A;;;;;2;2;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-8A2A;11;8;;;;;A;A;;;;;2;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2A-3A4-1A4;11;3;1;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-3A4A-1A4;11;3;1;;;;A;A;A;;;;2;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2-3A4-1A4A;11;3;1;;;;A;A;A;;;;2;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;
11A2A-3A4;11;3;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-3A4A;11;3;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2A-1A4;11;1;;;;;A;A;;;;;2;4;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
11A2-1A4A;11;1;;;;;A;A;;;;;2;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
11A2A;11;;;;;;A;;;;;;2;;;;;;A;;;;;;1;;;;;;;;;;;;64qam;;;;;;
8A2A-7A4-7A4-3A4-3A4-1A2;8;7;7;3;3;1;A;A;A;A;A;A;2;4;4;4;4;2;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-7A4-3A4-3A4-1A2;8;7;7;3;3;1;A;A;A;A;A;A;2;4;4;4;4;2;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-7A4-3A4A-3A4-1A2;8;7;7;3;3;1;A;A;A;A;A;A;2;4;4;4;4;2;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2-7A4-7A4-3A4-3A4-1A2A;8;7;7;3;3;1;A;A;A;A;A;A;2;4;4;4;4;2;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;
8A2A-7A4-7A4-3A4-3A4;8;7;7;3;3;;A;A;A;A;A;;2;4;4;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-7A4-3A4-3A4;8;7;7;3;3;;A;A;A;A;A;;2;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-7A4-3A4A-3A4;8;7;7;3;3;;A;A;A;A;A;;2;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-7A4-7A4-3A4-1A4;8;7;7;3;1;;A;A;A;A;A;;2;4;4;4;4;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-7A4-3A4-1A4;8;7;7;3;1;;A;A;A;A;A;;2;4;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-7A4-3A4A-1A4;8;7;7;3;1;;A;A;A;A;A;;2;4;4;4;4;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2-7A4-7A4-3A4-1A4A;8;7;7;3;1;;A;A;A;A;A;;2;4;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;
8A2A-7A4-7A4-3A4;8;7;7;3;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-7A4-3A4;8;7;7;3;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-7A4-3A4A;8;7;7;3;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-7A4-7A4-1A4;8;7;7;1;;;A;A;A;A;;;2;4;4;4;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
8A2-7A4A-7A4-1A4;8;7;7;1;;;A;A;A;A;;;2;4;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;
8A2-7A4-7A4-1A4A;8;7;7;1;;;A;A;A;A;;;2;4;4;4;;;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;
8A2A-7A4-7A4;8;7;7;;;;A;A;A;;;;2;4;4;;;;A;;;;;;1;;;;;;;;;;;;256qam;;;;;;
