combo;DL1;DL2;DL3;DL4;DL5;UL1;MOD UL1;NR DL1;NR BW1;NR SCS1;NR DL2;NR BW2;NR SCS2;NR DL3;NR BW3;NR SCS3;NR DL4;NR BW4;NR SCS4;NR DL5;NR BW5;NR SCS5;NR DL6;NR BW6;NR SCS6;NR DL7;NR BW7;NR SCS7;NR DL8;NR BW8;NR SCS8;NR UL1;NR UL MOD1;mimo DL1;mimo DL2;mimo DL3;mimo DL4;mimo DL5;mimo NR DL1;mimo NR DL2;mimo NR DL3;mimo NR DL4;mimo NR DL5;mimo NR DL6;mimo NR DL7;mimo NR DL8;mimo LTE UL1;mimo NR UL1;BCS NR;BCS LTE;BCS intraENDC
28A2A-7C4-3A4-1A4_n78A4A;28A;7C;3A;1A;;28A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7C4C-3A4-1A4_n78A4A;28A;7C;3A;1A;;7C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7C4-3A4A-1A4_n78A4A;28A;7C;3A;1A;;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7C4-3A4-1A4A_n78A4A;28A;7C;3A;1A;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2A-7A4-3C4-1A4_n78A4A;28A;7A;3C;1A;;28A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7A4A-3C4-1A4_n78A4A;28A;7A;3C;1A;;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7A4-3C4C-1A4_n78A4A;28A;7A;3C;1A;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7A4-3C4-1A4A_n78A4A;28A;7A;3C;1A;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
28A2-7C4C-3C4_n78A4A;28A;7C;3C;;;7C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
28A2-7C4-3C4C_n78A4A;28A;7C;3C;;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
28A2A-3A4-3A4_n78A4A;28A;3A;3A;;;28A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
28A2-3A4A-3A4_n78A4A;28A;3A;3A;;;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2A-8A2-3A4_n78A4A;20A;8A;3A;;;20A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2-8A2A-3A4_n78A4A;20A;8A;3A;;;8A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2-8A2-3A4A_n78A4A;20A;8A;3A;;;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2A-8A2-1A4_n78A4A;20A;8A;1A;;;20A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2-8A2A-1A4_n78A4A;20A;8A;1A;;;8A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2-8A2-1A4A_n78A4A;20A;8A;1A;;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2A-7A4-3A4-1A4_n78A4A;20A;7A;3A;1A;;20A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
20A2-7A4A-3A4-1A4_n78A4A;20A;7A;3A;1A;;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
20A2-7A4-3A4A-1A4_n78A4A;20A;7A;3A;1A;;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
20A2-7A4-3A4-1A4A_n78A4A;20A;7A;3A;1A;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
20A2A-7A4-3C4_n78A4A;20A;7A;3C;;;20A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2-7A4A-3C4_n78A4A;20A;7A;3C;;;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2-7A4-3C4C_n78A4A;20A;7A;3C;;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2A-3C4-1A4_n78A4A;20A;3C;1A;;;20A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2-3C4C-1A4_n78A4A;20A;3C;1A;;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
20A2-3C4-1A4A_n78A4A;20A;3C;1A;;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
13A2A_n78A4A;13A;;;;;13A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;;;;;4;;;;;;;;1;1;;;
12A2A-2A4_n78A4A;12A;2A;;;;12A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;;;;4;;;;;;;;1;1;;;
12A2-2A4A_n78A4A;12A;2A;;;;2A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;;;;4;;;;;;;;1;1;;;
8A2A-7A4-7A4-3A4-3A4_n78A4A;8A;7A;7A;3A;3A;8A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;4;4;;;;;;;;1;1;;;
8A2-7A4A-7A4-3A4-3A4_n78A4A;8A;7A;7A;3A;3A;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;4;4;;;;;;;;1;1;;;
8A2-7A4-7A4-3A4A-3A4_n78A4A;8A;7A;7A;3A;3A;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;4;4;;;;;;;;1;1;;;
8A2A-7A4-3A4-1A4_n78A4A;8A;7A;3A;1A;;8A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
8A2-7A4A-3A4-1A4_n78A4A;8A;7A;3A;1A;;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
8A2-7A4-3A4A-1A4_n78A4A;8A;7A;3A;1A;;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
8A2-7A4-3A4-1A4A_n78A4A;8A;7A;3A;1A;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;4;;4;;;;;;;;1;1;;;
8A2A-3C4-1A4_n78A4A;8A;3C;1A;;;8A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
8A2-3C4C-1A4_n78A4A;8A;3C;1A;;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
8A2-3C4-1A4A_n78A4A;8A;3C;1A;;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
7A4A-7A4-5A2-3A4-1A4_n78A4A;7A;7A;5A;3A;1A;7A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
7A4-7A4-5A2A-3A4-1A4_n78A4A;7A;7A;5A;3A;1A;5A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
7A4-7A4-5A2-3A4A-1A4_n78A4A;7A;7A;5A;3A;1A;3A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
7A4-7A4-5A2-3A4-1A4A_n78A4A;7A;7A;5A;3A;1A;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
7C4C-3C4-1A4_n78A4A;7C;3C;1A;;;7C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
7C4-3C4C-1A4_n78A4A;7C;3C;1A;;;3C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
7C4-3C4-1A4A_n78A4A;7C;3C;1A;;;1A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
5A2A-2A4_n78A4A;5A;2A;;;;5A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;;;;4;;;;;;;;1;1;;;
5A2-2A4A_n78A4A;5A;2A;;;;2A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;2;4;;;;4;;;;;;;;1;1;;;
4A4A_n78A4A;4A;;;;;4A;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;;;;;4;;;;;;;;1;1;;;
1C4C_n78A4A;1C;;;;;1C;256qam;78A;100;30;;;;;;;;;;;;;;;;;;;;;;78A;256qam;4;;;;;4;;;;;;;;1;1;;;
66A4A-14A2_n77A4A;66A;14A;;;;66A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4-14A2A_n77A4A;66A;14A;;;;14A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4A-13A2_n77A4A;66A;13A;;;;66A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4-13A2A_n77A4A;66A;13A;;;;13A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4A-12A2_n77A4A;66A;12A;;;;66A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4-12A2A_n77A4A;66A;12A;;;;12A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
66A4A-2A4_n77A4A;66A;2A;;;;66A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
66A4-2A4A_n77A4A;66A;2A;;;;2A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
42C4-41C4-3A2A-1A2_n77A4A;42C;41C;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
42C4-41C2-3A4A-1A4_n77A4A;42C;41C;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-41C4-3A2-1A2A_n77A4A;42C;41C;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;2;;4;;;;;;;;1;1;;;
42C4-41C2-3A4-1A4A_n77A4A;42C;41C;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-41A4-3A4A-1A2_n77A4A;42C;41A;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;2;;4;;;;;;;;1;1;;;
42C4-41A4-3A2A-1A4_n77A4A;42C;41A;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
42C4-41A4-3A4-1A2A_n77A4A;42C;41A;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;2;;4;;;;;;;;1;1;;;
42C4-41A4-3A2-1A4A_n77A4A;42C;41A;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
42A4-41C4-3A4A-1A2_n77A4A;42A;41C;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;2;;4;;;;;;;;1;1;;;
42A4-41C4-3A2A-1A4_n77A4A;42A;41C;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
42A4-41C4-3A4-1A2A_n77A4A;42A;41C;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;2;;4;;;;;;;;1;1;;;
42A4-41C4-3A2-1A4A_n77A4A;42A;41C;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
42C4-41C4C-3A4_n77A4A;42C;41C;3A;;;41C;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
42C4-41C4-3A4A_n77A4A;42C;41C;3A;;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
42C4-41C4-1A4A_n77A4A;42C;41C;1A;;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
42C4-28A2A-3A4-1A4_n77A4A;42C;28A;3A;1A;;28A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-28A2-3A4A-1A4_n77A4A;42C;28A;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-28A2-3A4-1A4A_n77A4A;42C;28A;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-18A2A-3A4-1A4_n77A4A;42C;18A;3A;1A;;18A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-18A2-3A4A-1A4_n77A4A;42C;18A;3A;1A;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
42C4-18A2-3A4-1A4A_n77A4A;42C;18A;3A;1A;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;4;4;;4;;;;;;;;1;1;;;
41C4-28A2A_n77A4A;41C;28A;;;;28A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
41A4A-28A2_n77A4A;41A;28A;;;;41A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
41C4-3A4A-1A4_n77A4A;41C;3A;1A;;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
41C4-3A4-1A4A_n77A4A;41C;3A;1A;;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;4;;;4;;;;;;;;1;1;;;
40A4A_n77A4A;40A;;;;;40A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;;;;;4;;;;;;;;1;1;;;
30A4A-14A2_n77A4A;30A;14A;;;;30A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
30A4-14A2A_n77A4A;30A;14A;;;;14A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
30A4A-12A2_n77A4A;30A;12A;;;;30A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
30A4-12A2A_n77A4A;30A;12A;;;;12A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;2;;;;4;;;;;;;;1;1;;;
28A2-18A2A-1A4_n77A4A;28A;18A;1A;;;18A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
28A2-18A2-1A4A_n77A4A;28A;18A;1A;;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
20A2A_n77A4A;20A;;;;;20A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;;;;;4;;;;;;;;1;1;;;
13A2A-2A4_n77A4A;13A;2A;;;;13A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
13A2-2A4A_n77A4A;13A;2A;;;;2A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
12A2A-2A4_n77A4A;12A;2A;;;;12A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
12A2-2A4A_n77A4A;12A;2A;;;;2A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
11A2A-8A2-1A4_n77A4A;11A;8A;1A;;;11A;64qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
11A2-8A2A-1A4_n77A4A;11A;8A;1A;;;8A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
11A2-8A2-1A4A_n77A4A;11A;8A;1A;;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;2;4;;;4;;;;;;;;1;1;;;
8A2A-7A4_n77A4A;8A;7A;;;;8A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
8A2-7A4A_n77A4A;8A;7A;;;;7A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;;;;4;;;;;;;;1;1;;;
8A2A-3A4-1A4_n77A4A;8A;3A;1A;;;8A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
8A2-3A4A-1A4_n77A4A;8A;3A;1A;;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
8A2-3A4-1A4A_n77A4A;8A;3A;1A;;;1A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
7A4A-7A4_n77A4A;7A;7A;;;;7A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
7A4A-3A4_n77A4A;7A;3A;;;;7A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
7A4-3A4A_n77A4A;7A;3A;;;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
3A4A-3A4_n77A4A;3A;3A;;;;3A;256qam;77A;100;30;;;;;;;;;;;;;;;;;;;;;;77A;256qam;4;4;;;;4;;;;;;;;1;1;;;
71A2-66C4C-2A4_n71A2A;71A;66C;2A;;;66C;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;2;4;4;;;2;;;;;;;;1;1;;;
71A2-66C4-2A4A_n71A2A;71A;66C;2A;;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;2;4;4;;;2;;;;;;;;1;1;;;
66A4A-66A4-7A4_n71A2A;66A;66A;7A;;;66A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
66A4-66A4-7A4A_n71A2A;66A;66A;7A;;;7A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
66A4A-66A4-2A4-2A4_n71A2A;66A;66A;2A;2A;;66A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;4;;2;;;;;;;;1;1;;;
66A4-66A4-2A4A-2A4_n71A2A;66A;66A;2A;2A;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;4;;2;;;;;;;;1;1;;;
66A4A-46D2-2A4_n71A2A;66A;46D;2A;;;66A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;2;4;;;2;;;;;;;;1;1;;;
66A4-46D2-2A4A_n71A2A;66A;46D;2A;;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;2;4;;;2;;;;;;;;1;1;;;
66A4A-7A4-2A4_n71A2A;66A;7A;2A;;;66A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
66A4-7A4A-2A4_n71A2A;66A;7A;2A;;;7A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
66A4-7A4-2A4A_n71A2A;66A;7A;2A;;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
66C4C-2A4_n71A2A;66C;2A;;;;66C;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;;;;2;;;;;;;;1;1;;;
66C4-2A4A_n71A2A;66C;2A;;;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;;;;2;;;;;;;;1;1;;;
66A4A-2C4_n71A2A;66A;2C;;;;66A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;;;;2;;;;;;;;1;1;;;
66A4-2C4C_n71A2A;66A;2C;;;;2C;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;;;;2;;;;;;;;1;1;;;
7A4A-2A4-2A4_n71A2A;7A;2A;2A;;;7A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
7A4-2A4A-2A4_n71A2A;7A;2A;2A;;;2A;256qam;71A;20;15;;;;;;;;;;;;;;;;;;;;;;71A;256qam;4;4;4;;;2;;;;;;;;1;1;;;
71A2A-66A4-2A4_n66A4A;71A;66A;2A;;;71A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
71A2-66A4-2A4A_n66A4A;71A;66A;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
71A2A-2A4-2A4_n66A4A;71A;2A;2A;;;71A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
71A2-2A4A-2A4_n66A4A;71A;2A;2A;;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;2;4;4;;;4;;;;;;;;1;1;;;
66A4-66A4-13A2A-2A4-2A4_n66A4A;66A;66A;13A;2A;2A;13A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
66A4-66A4-13A2-2A4A-2A4_n66A4A;66A;66A;13A;2A;2A;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
66A4-66A4-5A2A-5A2-2A4_n66A4A;66A;66A;5A;5A;2A;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A4-5A2-5A2-2A4A_n66A4A;66A;66A;5A;5A;2A;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;2;4;4;;;;;;;;1;1;;;
66A4-66A4-5A2A-2A4-2A4_n66A4A;66A;66A;5A;2A;2A;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
66A4-66A4-5A2-2A4A-2A4_n66A4A;66A;66A;5A;2A;2A;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;4;4;;;;;;;;1;1;;;
66A4-66A4-5B2A-2A4_n66A4A;66A;66A;5B;2A;;5A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-66A4-5B2-2A4A_n66A4A;66A;66A;5B;2A;;2A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4A-14A2-2A4_n66A4A;66A;30A;14A;2A;;30A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
66A4-30A4-14A2A-2A4_n66A4A;66A;30A;14A;2A;;14A;256qam;66A;20;15;;;;;;;;;;;;;;;;;;;;;;66A;256qam;4;4;2;4;;4;;;;;;;;1;1;;;
